ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
[115],1.456,0.062,29.487,0.024,241.89,0.2,279.061,0.0003,0.001,1.25,-1.0,3.0,17.0,100.0,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"[1097, 986]",1.49,0.108,31.434,0.103,258.04,0.86,279.061,0.0002,0.0,3.74,-1.0,2.0,3.0,96.75,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[1025],1.485,0.098,33.726,0.099,277.05,0.82,279.061,0.0002,0.0,3.58,-1.0,2.0,3.0,98.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"[658, 522]",1.434,0.04,35.423,0.266,291.135,2.21,279.061,0.0001,0.0,2.81,-1.0,2.0,5.0,97.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[696],1.424,0.013,37.202,0.232,305.89,1.92,279.061,0.0001,0.0,2.53,-1.0,2.0,6.0,94.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"[457, 920]",1.467,0.079,39.784,0.126,327.3,1.04,279.061,0.0002,0.0,2.43,-1.0,2.0,6.5,99.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[1178],1.423,0.006,41.987,0.066,345.58,0.55,279.061,0.0,0.0,3.46,-1.0,2.0,3.0,83.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[1644],1.421,,44.521,,366.6,,279.061,,0.0,6.0,-1.0,2.0,1.0,98.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[1106],2.198,0.017,29.115,0.03,238.8,0.25,279.101,0.0003,0.0,3.43,-1.0,2.0,3.0,97.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[68],0.28,0.004,30.748,0.055,252.35,0.46,279.233,0.0003,0.003,0.82,-1.0,2.0,29.0,100.0,,FALSE,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,0.001,20588.44,0.001,0.001,0.001,0.001,132263.7,1068197.0,893494.8,905450.1,499983.6,943177.9
"[843, 320]",0.281,0.005,33.718,0.1,276.98,0.82,279.233,0.0002,0.0,1.55,-1.0,2.0,15.5,99.85,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164775.87,136155.74,142164.75,44328.73,100150.5
[1633],2.979,0.136,25.871,0.085,211.86,0.7,279.907,0.0005,0.0,2.54,-1.0,3.0,5.0,93.6,,FALSE,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,2148.992,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"[578, 1148]",2.932,0.073,25.88,0.072,211.91,0.59,280.904,0.0008,0.0,3.61,-1.0,3.0,5.5,90.55000000000001,,FALSE,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,129321.02,0.001,59542.04,70248.68,53576.44,0.001,0.001,0.001,0.001,0.001,0.001
